Date,CRSPTMT,VTSMX,DWCF,SWTSX,STOXX50E,FEZ,^FTSE,VE.TO
3/13/2016,166.3800193,278.311278,"1,169.22",625.4753533,"1,757.60","2,763.61","2,125.09","1,024.59"
3/12/2016,166.7114713,278.8810037,"1,171.54",626.777302,"1,761.50","2,769.90","2,129.91","1,026.95"
3/11/2016,166.7641907,278.9689826,"1,171.86",626.9763176,"1,767.62","2,779.52","2,137.22","1,030.48"
3/10/2016,166.6087791,278.7128523,"1,170.77",626.4055953,"1,770.86","2,784.66","2,141.17","1,032.39"
3/9/2016,166.6892156,278.8498681,"1,171.37",626.7022565,"1,775.52","2,792.00","2,146.88","1,035.13"
3/8/2016,166.7791988,279.0058877,"1,172.03",627.0646259,"1,773.45","2,788.80","2,144.47","1,033.99"
3/7/2016,167.2045353,279.720168,"1,175.03",628.6816956,"1,780.25","2,799.53","2,152.75","1,038.00"
3/6/2016,167.4262643,280.0988078,"1,176.58",629.5614949,"1,776.68","2,793.98","2,148.45","1,035.97"
3/5/2016,167.3693922,280.0102227,"1,176.18",629.3611643,"1,777.24","2,794.93","2,149.19","1,036.33"
3/4/2016,167.2391751,279.7977827,"1,175.27",628.8923816,"1,781.52","2,801.72","2,154.42","1,038.86"
3/3/2016,167.318271,279.9396357,"1,175.82",629.2407157,"1,785.07","2,807.39","2,158.77","1,041.01"
3/2/2016,167.3671238,280.0275062,"1,176.17",629.4449708,"1,789.67","2,814.69","2,164.40","1,043.73"
3/1/2016,167.1349075,279.6383472,"1,174.55",628.5762714,"1,791.49","2,817.55","2,166.61","1,044.81"
2/29/2016,167.11435,279.6066731,"1,174.42",628.5130356,"1,796.53","2,825.51","2,172.77","1,047.79"
2/28/2016,167.2616623,279.8488473,"1,175.47",629.0577452,"1,797.28","2,826.64","2,173.67","1,048.23"
2/27/2016,167.4006206,280.0888424,"1,176.49",629.6113849,"1,797.90","2,827.69","2,174.55","1,048.68"
2/26/2016,167.4719777,280.2110509,"1,176.99",629.9239119,"1,799.80","2,830.70","2,176.87","1,049.86"
2/25/2016,167.5596934,280.3570173,"1,177.62",630.2404236,"1,800.32","2,831.51","2,177.51","1,050.15"
2/24/2016,167.3410047,279.991245,"1,176.07",629.4302465,"1,801.98","2,834.12","2,179.49","1,051.12"
2/23/2016,167.3643152,280.0341564,"1,176.26",629.5310233,"1,797.88","2,827.72","2,174.62","1,048.78"
2/22/2016,167.5055111,280.2763719,"1,177.26",630.0825191,"1,796.83","2,826.13","2,173.40","1,048.21"
2/21/2016,167.4908137,280.2567345,"1,177.15",630.0458907,"1,797.20","2,826.76","2,173.88","1,048.45"
2/20/2016,167.7234482,280.6749783,"1,178.82",631.0064177,"1,797.33","2,827.26","2,174.32","1,048.70"
2/19/2016,167.9255034,281.0068297,"1,180.26",631.7679314,"1,800.27","2,831.81","2,177.87","1,050.43"
2/18/2016,168.1629951,281.4053429,"1,181.94",632.6521832,"1,805.65","2,840.29","2,184.42","1,053.57"
2/17/2016,168.4559066,281.8978655,"1,183.97",633.7388084,"1,808.78","2,845.23","2,188.16","1,055.34"
2/16/2016,168.4554401,281.9086622,"1,183.97",633.790058,"1,813.73","2,853.14","2,194.24","1,058.32"
2/15/2016,168.2545966,281.5864331,"1,182.57",633.0735921,"1,814.83","2,855.01","2,195.70","1,059.04"
2/14/2016,168.2047028,281.5109875,"1,182.19",632.9114792,"1,815.70","2,856.46","2,196.77","1,059.57"
2/13/2016,168.3396356,281.7335834,"1,183.19",633.4178097,"1,818.96","2,861.56","2,200.78","1,061.51"
2/12/2016,168.5828735,282.1333028,"1,184.94",634.3084532,"1,821.85","2,866.04","2,204.30","1,063.19"
2/11/2016,168.7650423,282.4468827,"1,186.22",635.0125928,"1,820.98","2,864.75","2,203.31","1,062.72"
2/10/2016,168.6260458,282.2230452,"1,185.28",634.5017986,"1,819.92","2,863.17","2,202.17","1,062.15"
2/9/2016,168.8361879,282.5804326,"1,186.76",635.2990534,"1,823.56","2,868.96","2,206.62","1,064.29"
2/8/2016,168.7918859,282.5169029,"1,186.52",635.1816008,"1,825.68","2,872.40","2,209.40","1,065.67"
2/7/2016,168.9496824,282.7872323,"1,187.67",635.8126554,"1,824.15","2,870.05","2,207.67","1,064.88"
2/6/2016,169.2869094,283.3519203,"1,190.07",637.0854706,"1,824.31","2,870.30","2,207.92","1,065.00"
2/5/2016,169.5611219,283.8141619,"1,192.03",638.136185,"1,827.96","2,876.08","2,212.43","1,067.20"
2/4/2016,169.8857705,284.3533427,"1,194.33",639.360023,"1,831.19","2,881.12","2,216.33","1,069.10"
2/3/2016,169.8502029,284.2987115,"1,194.10",639.2410114,"1,828.42","2,876.82","2,213.07","1,067.53"
2/2/2016,169.6240726,283.9337495,"1,192.51",638.4499872,"1,828.35","2,876.84","2,213.08","1,067.59"
2/1/2016,169.99782,284.5587736,"1,195.15",639.8579572,"1,829.21","2,878.20","2,214.15","1,068.10"
1/31/2016,170.1806593,284.8735566,"1,196.41",640.5747848,"1,829.64","2,878.96","2,214.68","1,068.38"
1/30/2016,170.2682233,285.0342582,"1,197.07",640.9306015,"1,831.46","2,881.97","2,217.07","1,069.52"
1/29/2016,170.0808237,284.7201048,"1,195.79",640.2058764,"1,832.30","2,883.29","2,218.17","1,070.02"
1/28/2016,170.4420652,285.329751,"1,198.39",641.5873257,"1,834.87","2,887.38","2,221.42","1,071.60"
1/27/2016,170.4985844,285.4253705,"1,198.77",641.8135275,"1,837.52","2,891.55","2,224.60","1,073.16"
1/26/2016,170.4051177,285.2693536,"1,198.16",641.4751027,"1,839.28","2,894.32","2,226.82","1,074.25"
1/25/2016,170.3691995,285.2219522,"1,197.91",641.379808,"1,842.66","2,899.77","2,231.02","1,076.30"
1/24/2016,170.3016818,285.1157096,"1,197.47",641.1557471,"1,843.55","2,901.25","2,232.21","1,076.90"
1/23/2016,170.2108678,284.9700977,"1,196.87",640.8374282,"1,849.14","2,910.10","2,239.09","1,080.23"
1/22/2016,170.0980376,284.7759197,"1,196.11",640.4007213,"1,850.97","2,912.94","2,241.35","1,081.32"
1/21/2016,170.063784,284.7234893,"1,195.89",640.3150481,"1,854.49","2,918.53","2,245.69","1,083.47"
1/20/2016,169.7842754,284.2632883,"1,193.96",639.2733749,"1,856.94","2,922.46","2,248.78","1,084.95"
1/19/2016,169.8565666,284.3996594,"1,194.54",639.601294,"1,855.82","2,920.86","2,247.68","1,084.45"
1/18/2016,170.2947246,285.1388678,"1,197.63",641.2872989,"1,856.39","2,921.81","2,248.43","1,084.85"
1/17/2016,170.398995,285.3142467,"1,198.38",641.6920291,"1,856.39","2,921.81","2,248.47","1,084.89"
1/16/2016,170.5905247,285.6316245,"1,199.75",642.4366573,"1,862.00","2,930.61","2,255.28","1,088.23"
1/15/2016,170.6321923,285.6950945,"1,200.03",642.6061448,"1,864.72","2,934.83","2,258.50","1,089.83"
1/14/2016,170.7429393,285.8817908,"1,200.88",643.0296874,"1,868.30","2,940.47","2,262.98","1,091.99"
1/13/2016,170.5656966,285.5948714,"1,199.70",642.395002,"1,865.74","2,936.55","2,260.08","1,090.62"
1/12/2016,170.8410429,286.0664076,"1,201.66",643.4427706,"1,868.05","2,940.28","2,262.99","1,092.00"
1/11/2016,170.9472233,286.2456184,"1,202.38",643.8461067,"1,870.93","2,944.84","2,266.46","1,093.67"
1/10/2016,171.0767932,286.4793687,"1,203.30",644.395311,"1,877.97","2,956.08","2,275.13","1,097.89"
1/9/2016,171.3330679,286.9235087,"1,205.09",645.4017838,"1,879.91","2,959.30","2,277.58","1,099.09"
1/8/2016,171.391886,287.0229846,"1,205.53",645.6458468,"1,876.89","2,954.55","2,273.98","1,097.39"
1/7/2016,171.408993,287.0623307,"1,205.65",645.7428034,"1,875.42","2,952.36","2,272.28","1,096.58"
1/6/2016,171.5692919,287.3324656,"1,206.76",646.3675699,"1,876.11","2,953.45","2,273.09","1,097.00"
1/5/2016,171.4703363,287.1658445,"1,206.05",646.0022274,"1,875.41","2,952.35","2,272.21","1,096.59"
1/4/2016,171.5271233,287.2671151,"1,206.46",646.2390262,"1,877.66","2,955.96","2,275.02","1,097.97"
1/3/2016,171.4738721,287.1815271,"1,206.10",646.0521359,"1,880.04","2,959.74","2,277.95","1,099.39"
1/2/2016,171.4104465,287.0771423,"1,205.64",645.8343495,"1,881.69","2,962.35","2,279.94","1,100.38"
1/1/2016,171.6502421,287.4980352,"1,207.35",646.7806704,"1,880.78","2,961.11","2,279.03","1,099.94"
12/31/2015,171.6600473,287.5100262,"1,207.43",646.8291043,"1,881.92","2,962.86","2,280.39","1,100.63"
12/30/2015,171.6408316,287.4818827,"1,207.32",646.7727579,"1,880.66","2,960.92","2,278.95","1,099.95"
12/29/2015,171.5243878,287.2937063,"1,206.49",646.3748401,"1,886.91","2,970.84","2,286.56","1,103.66"
12/28/2015,171.7970212,287.7574301,"1,208.43",647.4090322,"1,884.70","2,967.44","2,283.99","1,102.41"
12/27/2015,172.0150019,288.1273362,"1,209.96",648.2594605,"1,882.25","2,963.62","2,281.05","1,101.02"
12/26/2015,172.2027645,288.4440496,"1,211.29",648.9720262,"1,883.31","2,965.32","2,282.36","1,101.65"
12/25/2015,172.3619388,288.7062496,"1,212.42",649.5549636,"1,881.45","2,962.34","2,280.09","1,100.55"
12/24/2015,172.4488,288.8625522,"1,213.07",649.8988676,"1,886.68","2,970.68","2,286.60","1,103.67"
12/23/2015,172.3376946,288.6838239,"1,212.25",649.5035147,"1,883.73","2,966.11","2,282.99","1,101.94"
12/22/2015,172.4174455,288.8255094,"1,212.79",649.8159893,"1,888.88","2,974.31","2,289.27","1,104.96"
12/21/2015,172.4683706,288.9070941,"1,213.16",650.0064477,"1,894.67","2,983.39","2,296.28","1,108.36"
12/20/2015,172.5278236,289.0173717,"1,213.57",650.2609369,"1,895.27","2,984.43","2,297.06","1,108.75"
12/19/2015,172.5109274,288.9868174,"1,213.44",650.1955951,"1,895.09","2,984.14","2,296.82","1,108.64"
12/18/2015,172.5843594,289.1111721,"1,214.02",650.4891096,"1,896.87","2,986.94","2,299.10","1,109.76"
12/17/2015,172.5089516,288.9823182,"1,213.56",650.2132989,"1,901.14","2,993.65","2,304.39","1,112.34"
12/16/2015,172.7117423,289.3276008,"1,215.04",651.0191736,"1,905.57","3,000.69","2,309.91","1,115.05"
12/15/2015,172.7858627,289.4465764,"1,215.60",651.313773,"1,904.10","2,998.31","2,308.15","1,114.24"
12/14/2015,172.7488914,289.3884156,"1,215.36",651.2012822,"1,907.17","3,003.18","2,311.95","1,116.11"
12/13/2015,172.8750332,289.6012432,"1,216.26",651.7008882,"1,905.99","3,001.34","2,310.55","1,115.47"
12/12/2015,173.1175142,290.0085773,"1,217.98",652.6144645,"1,906.19","3,001.67","2,310.83","1,115.60"
12/11/2015,173.4382237,290.5346315,"1,220.27",653.8281785,"1,898.18","2,988.94","2,301.10","1,110.96"
12/10/2015,173.4397893,290.544359,"1,220.31",653.8753592,"1,900.22","2,992.22","2,303.67","1,112.24"
12/9/2015,173.6790223,290.9477193,"1,222.02",654.7725714,"1,902.17","2,995.32","2,306.11","1,113.40"
12/8/2015,173.5499051,290.7332924,"1,221.09",654.295975,"1,903.71","2,997.77","2,307.96","1,114.30"
12/7/2015,173.5850191,290.7895395,"1,221.34",654.4219538,"1,909.56","3,006.95","2,315.03","1,117.72"
12/6/2015,173.8918458,291.316073,"1,223.53",655.6370978,"1,913.24","3,012.87","2,319.65","1,120.00"
12/5/2015,173.8229165,291.2047467,"1,223.07",655.3800367,"1,912.70","3,012.07","2,319.08","1,119.71"
12/4/2015,174.0044648,291.5190432,"1,224.36",656.0742443,"1,911.41","3,010.14","2,317.61","1,118.98"
12/3/2015,173.9492102,291.432455,"1,223.96",655.9044444,"1,911.78","3,010.79","2,318.10","1,119.26"
12/2/2015,173.8537852,291.2783385,"1,223.25",655.578559,"1,910.49","3,008.82","2,316.51","1,118.53"
12/1/2015,174.1603013,291.7978332,"1,225.42",656.748056,"1,909.99","3,008.10","2,315.97","1,118.27"
11/30/2015,173.925547,291.4075896,"1,223.77",655.8918688,"1,910.52","3,008.96","2,316.64","1,118.63"
11/29/2015,173.7603432,291.1330144,"1,222.62",655.2734176,"1,915.38","3,016.64","2,322.58","1,121.50"
11/28/2015,173.5923195,290.8435649,"1,221.47",654.6211553,"1,917.10","3,019.27","2,324.67","1,122.50"
11/27/2015,173.7635772,291.145799,"1,222.70",655.3093426,"1,919.31","3,022.89","2,327.51","1,123.89"
11/26/2015,173.7463615,291.124253,"1,222.60",655.260745,"1,926.43","3,034.19","2,336.24","1,128.10"
11/25/2015,173.7423238,291.1292371,"1,222.61",655.2894682,"1,926.65","3,034.67","2,336.67","1,128.34"
11/24/2015,173.861767,291.3322955,"1,223.45",655.74897,"1,924.16","3,030.77","2,333.69","1,126.90"
11/23/2015,173.9143156,291.4190692,"1,223.81",655.9347253,"1,927.87","3,036.60","2,338.14","1,129.04"
11/22/2015,174.019896,291.598467,"1,224.58",656.3559693,"1,927.83","3,036.57","2,338.18","1,129.09"
11/21/2015,174.1753365,291.8625885,"1,225.66",656.964148,"1,931.28","3,042.03","2,342.35","1,131.12"
11/20/2015,174.298633,292.0695495,"1,226.54",657.46515,"1,932.08","3,043.30","2,343.36","1,131.67"
11/19/2015,174.2804175,292.0407851,"1,226.42",657.4041237,"1,934.05","3,046.42","2,345.78","1,132.85"
11/18/2015,174.4716141,292.3565713,"1,227.78",658.1038612,"1,940.64","3,056.75","2,353.77","1,136.69"
11/17/2015,173.8490245,291.3117661,"1,223.45",655.7705821,"1,947.88","3,068.13","2,362.63","1,141.00"
11/16/2015,173.6979287,291.0506838,"1,222.38",655.2055421,"1,945.93","3,064.98","2,360.19","1,139.86"
11/15/2015,174.1752417,291.8438166,"1,225.73",656.9838032,"1,946.38","3,065.62","2,360.66","1,140.08"
11/14/2015,173.994001,291.5389794,"1,224.46",656.2969039,"1,950.82","3,072.61","2,366.05","1,142.68"
11/13/2015,173.9300475,291.4386755,"1,224.05",656.0770559,"1,949.00","3,069.81","2,363.97","1,141.68"
11/12/2015,174.0000436,291.5514143,"1,224.56",656.3378523,"1,954.10","3,077.79","2,370.15","1,144.68"
11/11/2015,173.8293553,291.2759892,"1,223.38",655.7259053,"1,955.00","3,079.32","2,371.37","1,145.28"
11/10/2015,173.8884163,291.3778881,"1,223.81",655.9716996,"1,956.91","3,082.37","2,373.73","1,146.45"
11/9/2015,173.7309049,291.1189398,"1,222.70",655.3981886,"1,963.35","3,092.56","2,381.59","1,150.26"
11/8/2015,173.3661729,290.5173102,"1,220.19",654.0665079,"1,960.96","3,088.89","2,378.87","1,148.99"
11/7/2015,173.5106176,290.7647887,"1,221.25",654.650642,"1,962.08","3,090.71","2,380.36","1,149.76"
11/6/2015,173.7876054,291.2288033,"1,223.22",655.7127977,"1,965.39","3,095.93","2,384.42","1,151.75"
11/5/2015,173.4310921,290.6394938,"1,220.73",654.3947654,"1,966.26","3,097.39","2,385.58","1,152.32"
11/4/2015,173.646082,291.010917,"1,222.31",655.2379831,"1,966.14","3,097.32","2,385.65","1,152.37"
11/3/2015,173.6720418,291.0497817,"1,222.55",655.3357533,"1,966.72","3,098.19","2,386.45","1,152.77"
11/2/2015,173.5799701,290.9031398,"1,221.93",655.0091174,"1,974.39","3,110.35","2,395.86","1,157.32"
11/1/2015,173.9436441,291.5151624,"1,224.50",656.4102714,"1,980.01","3,119.23","2,402.72","1,160.68"
10/31/2015,173.9007571,291.4447141,"1,224.23",656.2431382,"1,981.23","3,121.17","2,404.28","1,161.42"
10/30/2015,173.9119704,291.4662369,"1,224.32",656.3387165,"1,986.18","3,128.98","2,410.32","1,164.42"
10/29/2015,174.0083023,291.6288904,"1,225.00",656.7317757,"1,991.08","3,136.73","2,416.28","1,167.35"
10/28/2015,173.7908445,291.2793948,"1,223.43",655.9716316,"1,993.98","3,141.46","2,419.86","1,169.13"
10/27/2015,173.9276968,291.5170796,"1,224.41",656.5019154,"1,994.56","3,142.46","2,420.66","1,169.50"
10/26/2015,173.932042,291.5329427,"1,224.45",656.5261898,"1,994.01","3,141.68","2,420.07","1,169.20"
10/25/2015,173.9000429,291.4672969,"1,224.23",656.3849849,"1,998.70","3,148.94","2,425.68","1,171.92"
10/24/2015,173.9983888,291.6311804,"1,224.94",656.772437,"1,997.99","3,147.81","2,424.86","1,171.55"
10/23/2015,173.9837894,291.6172761,"1,224.91",656.7465253,"1,999.95","3,151.02","2,427.46","1,172.82"
10/22/2015,174.0089629,291.6655746,"1,225.10",656.8497594,"2,000.94","3,152.65","2,428.74","1,173.43"
10/21/2015,174.0836846,291.7938797,"1,225.69",657.1418723,"1,998.44","3,148.74","2,425.85","1,172.04"
10/20/2015,174.1572296,291.9213278,"1,226.21",657.467454,"1,994.39","3,142.40","2,420.97","1,169.75"
10/19/2015,174.3448413,292.239374,"1,227.57",658.2364914,"1,999.62","3,150.67","2,427.42","1,172.96"
10/18/2015,174.5401325,292.57432,"1,228.95",659.0063828,"2,004.25","3,158.06","2,433.13","1,175.74"
10/17/2015,174.92954,293.2352561,"1,231.73",660.4957998,"2,004.88","3,159.13","2,434.03","1,176.18"
10/16/2015,174.8189322,293.0505576,"1,230.96",660.0823851,"2,007.36","3,163.05","2,437.07","1,177.65"
10/15/2015,174.8609043,293.1204539,"1,231.25",660.2316063,"2,008.15","3,164.28","2,438.00","1,178.09"
10/14/2015,174.7485978,292.9316584,"1,230.47",659.8380461,"2,008.79","3,165.29","2,438.80","1,178.53"
10/13/2015,174.7198396,292.8907391,"1,230.30",659.7426105,"2,009.08","3,165.82","2,439.28","1,178.76"
10/12/2015,174.970448,293.3058701,"1,232.08",660.6764606,"2,012.87","3,171.74","2,443.87","1,180.98"
10/11/2015,175.2026374,293.695482,"1,233.73",661.5505429,"2,012.89","3,171.78","2,443.93","1,181.00"
10/10/2015,175.3317089,293.9141417,"1,234.69",662.0599154,"2,018.11","3,180.03","2,450.38","1,184.15"
10/9/2015,175.2639149,293.8091242,"1,234.22",661.839316,"2,022.66","3,187.30","2,455.99","1,186.89"
10/8/2015,175.4179386,294.066358,"1,235.27",662.4227239,"2,023.50","3,188.61","2,456.95","1,187.36"
10/7/2015,175.5749342,294.3440103,"1,236.43",663.0501008,"2,029.80","3,198.69","2,464.82","1,191.16"
10/6/2015,175.0949703,293.5466852,"1,233.04",661.2745119,"2,037.22","3,210.47","2,473.88","1,195.58"
10/5/2015,175.2244189,293.7745612,"1,233.94",661.7995726,"2,043.04","3,219.76","2,481.01","1,199.05"
10/4/2015,174.955124,293.3215598,"1,232.07",660.8022783,"2,041.76","3,217.73","2,479.51","1,198.36"
10/3/2015,175.2231014,293.7801001,"1,233.97",661.838164,"2,043.12","3,219.98","2,481.25","1,199.21"
10/2/2015,175.2031929,293.7626086,"1,233.83",661.7881657,"2,046.47","3,225.43","2,485.46","1,201.23"
10/1/2015,175.0610947,293.5298708,"1,232.85",661.2700869,"2,047.20","3,226.64","2,486.43","1,201.71"
9/30/2015,175.0702997,293.5557784,"1,232.96",661.3417808,"2,045.25","3,223.68","2,484.23","1,200.67"
9/29/2015,175.3409967,294.0079438,"1,234.87",662.3856435,"2,046.72","3,225.98","2,486.02","1,201.58"
9/28/2015,175.4389483,294.1836996,"1,235.58",662.7952493,"2,047.69","3,227.63","2,487.33","1,202.24"
9/27/2015,175.8232345,294.8269934,"1,238.32",664.2494399,"2,041.22","3,217.43","2,479.53","1,198.47"
9/26/2015,176.0114638,295.1492749,"1,239.67",664.9852429,"2,044.65","3,222.90","2,483.80","1,200.55"
9/25/2015,176.169605,295.4187474,"1,240.80",665.611798,"2,048.22","3,228.57","2,488.22","1,202.72"
9/24/2015,176.5382148,296.0395799,"1,243.45",667.0332912,"2,053.24","3,236.51","2,494.43","1,205.77"
9/23/2015,176.4831786,295.9433676,"1,243.05",666.8029153,"2,048.90","3,229.64","2,489.12","1,203.18"
9/22/2015,176.6456526,296.2141913,"1,244.22",667.4110277,"2,050.04","3,231.41","2,490.52","1,203.85"
9/21/2015,176.8983656,296.6343216,"1,246.00",668.3785598,"2,048.63","3,229.15","2,488.79","1,203.05"
9/20/2015,177.2023074,297.1325256,"1,248.14",669.4987125,"2,047.54","3,227.30","2,487.37","1,202.36"
9/19/2015,177.219917,297.1717435,"1,248.29",669.6068821,"2,052.57","3,235.34","2,493.62","1,205.42"
9/18/2015,177.3527218,297.3949954,"1,249.30",670.0967768,"2,054.66","3,238.64","2,496.31","1,206.70"
9/17/2015,177.4157819,297.5091678,"1,249.78",670.3766818,"2,054.70","3,238.80","2,496.50","1,206.83"
9/16/2015,177.567981,297.7681916,"1,250.86",670.9711901,"2,059.01","3,245.63","2,501.78","1,209.40"
9/15/2015,177.7506878,298.0825511,"1,252.17",671.6735695,"2,063.30","3,252.48","2,507.11","1,211.97"
9/14/2015,177.7507579,298.0951046,"1,252.20",671.71465,"2,065.53","3,256.13","2,509.97","1,213.37"
9/13/2015,178.2122759,298.8818667,"1,255.50",673.518029,"2,066.00","3,257.00","2,510.75","1,213.80"
9/12/2015,178.5912362,299.5216596,"1,258.15",674.9661468,"2,065.24","3,255.86","2,509.83","1,213.37"
9/11/2015,178.6452811,299.6089304,"1,258.55",675.1954956,"2,063.84","3,253.61","2,508.13","1,212.61"
9/10/2015,178.4984094,299.3666428,"1,257.55",674.65597,"2,063.56","3,253.21","2,507.88","1,212.50"
9/9/2015,178.8686029,299.991015,"1,260.19",676.0555886,"2,068.41","3,260.90","2,513.88","1,215.38"
9/8/2015,178.7455448,299.7945314,"1,259.30",675.6239499,"2,071.88","3,266.47","2,518.13","1,217.46"
9/7/2015,178.6358287,299.6099702,"1,258.53",675.2082547,"2,074.89","3,271.22","2,521.79","1,219.23"
9/6/2015,178.6603568,299.6580579,"1,258.70",675.3129516,"2,081.10","3,281.08","2,529.40","1,222.90"
9/5/2015,179.0552351,300.3138006,"1,261.48",676.7997128,"2,087.80","3,291.57","2,537.49","1,226.83"
9/4/2015,179.1886696,300.5460866,"1,262.49",677.3414432,"2,093.20","3,300.19","2,544.27","1,230.14"
9/3/2015,179.2632786,300.6813864,"1,263.09",677.6491907,"2,092.61","3,299.36","2,543.77","1,229.90"
9/2/2015,179.2965777,300.7398206,"1,263.37",677.7879062,"2,095.72","3,304.30","2,547.67","1,231.80"
9/1/2015,179.4615476,301.0164687,"1,264.57",678.4159354,"2,095.05","3,303.24","2,546.92","1,231.45"
8/31/2015,179.3786993,300.8715067,"1,263.96",678.0966637,"2,091.53","3,297.63","2,542.56","1,229.35"
8/30/2015,179.1722938,300.5218227,"1,262.52",677.3259644,"2,094.28","3,301.92","2,545.90","1,231.00"
8/29/2015,179.2232308,300.602082,"1,262.86",677.5277946,"2,104.20","3,317.51","2,557.88","1,236.83"
8/28/2015,179.4202508,300.9364897,"1,264.28",678.2983963,"2,103.85","3,317.00","2,557.54","1,236.70"
8/27/2015,179.7599435,301.5177034,"1,266.67",679.6159042,"2,110.27","3,327.25","2,565.44","1,240.53"
8/26/2015,179.8139505,301.6078892,"1,267.06",679.8033419,"2,115.58","3,335.60","2,571.89","1,243.62"
8/25/2015,180.0508952,302.014536,"1,268.74",680.7026821,"2,118.52","3,340.35","2,575.59","1,245.38"
8/24/2015,180.2839675,302.400198,"1,270.43",681.6201556,"2,125.86","3,351.87","2,584.57","1,249.81"
8/23/2015,180.7211113,303.1334046,"1,273.54",683.277733,"2,123.22","3,347.69","2,581.40","1,248.28"
8/22/2015,180.8307763,303.3166007,"1,274.31",683.7158718,"2,122.05","3,345.85","2,579.97","1,247.64"
8/21/2015,180.7108072,303.1185622,"1,273.46",683.2685188,"2,123.41","3,348.02","2,581.64","1,248.45"
8/20/2015,180.8688365,303.3851298,"1,274.59",683.865905,"2,123.95","3,348.89","2,582.33","1,248.77"
8/19/2015,180.8583607,303.3852225,"1,274.49",683.8744384,"2,126.32","3,352.83","2,585.33","1,250.24"
8/18/2015,180.890885,303.4444721,"1,274.75",684.0169563,"2,127.31","3,354.44","2,586.63","1,250.88"
8/17/2015,180.8459212,303.3683037,"1,274.49",683.8612093,"2,126.80","3,353.63","2,586.12","1,250.67"
8/16/2015,180.7693137,303.2370402,"1,273.95",683.5552774,"2,125.12","3,350.95","2,584.04","1,249.64"
8/15/2015,180.8624648,303.3951961,"1,274.59",683.930805,"2,125.80","3,352.04","2,584.87","1,250.08"
8/14/2015,180.9417329,303.527703,"1,275.16",684.2562728,"2,127.78","3,355.15","2,587.29","1,251.30"
8/13/2015,181.2950339,304.122562,"1,277.68",685.5985619,"2,127.22","3,354.31","2,586.69","1,251.01"
8/12/2015,181.5666072,304.5923999,"1,279.62",686.666188,"2,127.42","3,354.78","2,587.11","1,251.23"
8/11/2015,181.6120741,304.6731821,"1,279.95",686.8554746,"2,128.50","3,356.52","2,588.48","1,251.90"
8/10/2015,181.8151324,305.0134191,"1,281.44",687.6094164,"2,128.67","3,356.79","2,588.80","1,252.03"
8/9/2015,181.8864724,305.1357072,"1,281.96",687.9116526,"2,129.27","3,357.76","2,589.59","1,252.46"
8/8/2015,181.6648314,304.7680296,"1,280.39",687.0917591,"2,128.73","3,356.95","2,588.95","1,252.17"
8/7/2015,181.7089643,304.8423725,"1,280.76",687.2562416,"2,127.52","3,355.05","2,587.59","1,251.51"
8/6/2015,181.8424806,305.0701839,"1,281.72",687.796297,"2,134.00","3,365.32","2,595.56","1,255.41"
8/5/2015,182.0492293,305.427258,"1,283.20",688.5962801,"2,136.33","3,369.10","2,598.51","1,256.83"
8/4/2015,182.1189059,305.5430529,"1,283.71",688.8811442,"2,133.57","3,364.74","2,595.19","1,255.26"
8/3/2015,182.2962075,305.8424387,"1,284.97",689.5640126,"2,133.55","3,364.72","2,595.19","1,255.28"
8/2/2015,182.4242365,306.0562382,"1,285.91",690.0491563,"2,133.05","3,363.93","2,594.67","1,255.03"
8/1/2015,182.5715329,306.304657,"1,286.98",690.6409111,"2,135.85","3,368.35","2,598.13","1,256.77"
7/31/2015,182.4474738,306.1021259,"1,286.17",690.2013573,"2,136.35","3,369.20","2,598.91","1,257.18"
7/30/2015,182.7050262,306.5426852,"1,287.98",691.204184,"2,134.84","3,366.91","2,597.15","1,256.34"
7/29/2015,182.6401361,306.4473238,"1,287.52",691.0052406,"2,139.78","3,374.85","2,603.27","1,259.33"
7/28/2015,182.8152725,306.7329129,"1,288.81",691.6466062,"2,139.73","3,374.68","2,603.25","1,259.31"
7/27/2015,182.5496176,306.2923883,"1,286.96",690.6732498,"2,139.48","3,374.35","2,603.03","1,259.24"
7/26/2015,182.7627401,306.6581853,"1,288.49",691.5168216,"2,135.02","3,367.40","2,597.73","1,256.72"
7/25/2015,182.9462364,306.9694061,"1,289.82",692.2248228,"2,138.75","3,373.33","2,602.37","1,258.97"
7/24/2015,182.9470728,306.9740612,"1,289.89",692.2553004,"2,143.88","3,381.44","2,608.76","1,262.10"
7/23/2015,182.9223818,306.9316419,"1,289.75",692.1856433,"2,141.14","3,377.11","2,605.49","1,260.56"
7/22/2015,183.1138648,307.2639109,"1,291.11",692.9718672,"2,140.83","3,376.76","2,605.25","1,260.51"
7/21/2015,183.2022676,307.4081385,"1,291.77",693.3040119,"2,147.24","3,386.81","2,613.08","1,264.32"
7/20/2015,183.0253447,307.1093989,"1,290.51",692.6403009,"2,141.95","3,378.45","2,606.60","1,261.20"
7/19/2015,183.2308761,307.4771079,"1,291.96",693.4681089,"2,143.05","3,380.43","2,608.12","1,261.93"
7/18/2015,183.2624903,307.5363372,"1,292.22",693.5983616,"2,145.44","3,384.27","2,611.16","1,263.40"
7/17/2015,183.368285,307.7177349,"1,293.01",694.0057186,"2,147.13","3,386.99","2,613.35","1,264.45"
